traffic_density,horn_events_per_min,avg_speed,signal_wait_time,weather_condition,road_quality_score,driver_experience_level,stress_index,Risk_Level,Insurance_Premium
14,2.27,67.37,6.78,Clear,7.7,Beginner,23.01,Low,3000
29,2.19,69.82,20.03,Hot,4.98,Intermediate,33.23,Low,3000
63,9.67,63.81,36.53,Hot,8.26,Intermediate,36.65,Medium,5000
64,8.11,54.7,40.29,Foggy,6.74,Beginner,53.11,Medium,5000
67,6.57,54.53,40.76,Clear,9.44,Intermediate,46.85,Medium,5000
88,12.55,38.4,50.61,Rainy,4.25,Intermediate,69.02,High,8000
99,9.98,35.72,56.32,Rainy,8.95,Expert,39.85,Medium,5000
106,11.1,42.46,58.41,Clear,8.36,Expert,50.98,Medium,5000
39,10.36,62.38,20.98,Foggy,6.5,Beginner,38.63,Medium,5000
33,6.16,61.98,22.27,Foggy,2.45,Intermediate,43.34,Medium,5000
96,12.19,33.85,52.11,Hot,7.86,Beginner,68.35,High,8000
82,12.93,50.0,45.85,Rainy,7.66,Beginner,59.99,Medium,5000
12,6.42,70.17,12.22,Clear,5.06,Expert,21.79,Low,3000
109,18.33,32.8,62.93,Rainy,5.38,Intermediate,74.22,High,8000
57,8.83,59.28,35.42,Rainy,8.97,Intermediate,32.02,Low,3000
80,7.23,48.24,52.25,Clear,3.52,Expert,49.0,Medium,5000
31,2.8,68.82,15.15,Clear,7.9,Beginner,22.53,Low,3000
23,2.26,71.75,14.14,Clear,9.08,Beginner,24.39,Low,3000
57,7.78,55.11,34.32,Clear,10.0,Expert,27.16,Low,3000
38,4.65,52.54,18.05,Clear,7.66,Intermediate,35.14,Medium,5000
59,16.88,59.26,38.13,Rainy,2.41,Intermediate,54.86,Medium,5000
89,13.61,40.46,48.03,Clear,7.18,Intermediate,51.25,Medium,5000
107,9.76,40.73,59.65,Clear,7.66,Beginner,69.86,High,8000
19,1.97,65.92,12.74,Clear,4.33,Intermediate,32.34,Low,3000
80,8.46,52.25,41.04,Foggy,9.24,Intermediate,40.85,Medium,5000
98,10.53,39.28,54.59,Hot,7.75,Beginner,64.97,Medium,5000
36,1.26,67.99,20.55,Clear,7.22,Expert,21.03,Low,3000
88,9.67,54.11,43.39,Clear,10.0,Intermediate,45.77,Medium,5000
105,12.4,33.89,58.59,Foggy,6.7,Intermediate,52.94,Medium,5000
37,3.94,71.39,21.79,Clear,7.24,Intermediate,25.77,Low,3000
18,4.02,71.48,10.94,Clear,8.57,Intermediate,10.99,Low,3000
80,11.07,42.59,45.44,Rainy,5.38,Expert,32.67,Low,3000
89,10.74,53.63,49.31,Clear,10.0,Beginner,48.95,Medium,5000
35,3.81,65.0,19.1,Clear,3.39,Intermediate,38.98,Medium,5000
108,15.73,37.29,59.36,Hot,6.59,Expert,58.95,Medium,5000
90,10.3,48.61,49.25,Clear,8.2,Intermediate,54.08,Medium,5000
96,8.25,55.9,51.81,Clear,9.97,Beginner,63.48,Medium,5000
17,2.47,69.98,10.86,Clear,9.9,Beginner,24.13,Low,3000
11,7.56,79.32,13.96,Clear,6.29,Intermediate,27.89,Low,3000
104,13.29,45.86,52.61,Clear,3.43,Intermediate,71.92,High,8000
66,10.62,55.54,39.54,Clear,10.0,Expert,33.2,Low,3000
61,9.92,52.95,35.42,Foggy,5.42,Intermediate,55.97,Medium,5000
67,13.03,49.15,42.49,Foggy,8.63,Expert,41.31,Medium,5000
105,12.25,42.48,60.23,Clear,7.39,Beginner,75.65,High,8000
102,10.59,38.59,60.09,Clear,8.17,Intermediate,53.64,Medium,5000
12,4.57,86.45,14.11,Clear,4.08,Intermediate,25.79,Low,3000
17,4.52,79.11,18.52,Clear,6.34,Expert,23.18,Low,3000
68,5.97,54.32,34.48,Clear,7.3,Expert,23.8,Low,3000
11,2.52,79.6,12.67,Rainy,9.39,Intermediate,12.4,Low,3000
104,12.21,39.29,57.51,Rainy,10.0,Beginner,62.24,Medium,5000
71,9.54,52.52,39.69,Hot,4.6,Beginner,58.08,Medium,5000
58,10.83,57.62,35.12,Foggy,6.32,Intermediate,47.05,Medium,5000
110,10.79,25.5,57.87,Clear,2.91,Intermediate,75.19,High,8000
29,2.46,66.01,22.81,Rainy,8.57,Intermediate,20.24,Low,3000
38,6.92,69.16,18.87,Clear,5.58,Intermediate,33.63,Low,3000
26,5.13,65.78,14.64,Clear,4.67,Beginner,43.01,Medium,5000
83,10.97,39.16,48.58,Rainy,5.19,Intermediate,60.03,Medium,5000
114,15.14,38.67,58.86,Clear,9.11,Beginner,71.15,High,8000
31,4.42,67.19,13.98,Rainy,7.64,Expert,23.14,Low,3000
15,3.69,79.28,15.15,Foggy,5.99,Beginner,27.27,Low,3000
71,6.71,61.22,39.77,Foggy,8.21,Intermediate,49.8,Medium,5000
116,12.88,27.06,58.6,Clear,5.78,Intermediate,65.4,High,8000
107,17.44,47.48,55.98,Rainy,5.24,Intermediate,62.81,Medium,5000
40,7.57,67.14,17.12,Hot,5.65,Intermediate,32.88,Low,3000
71,11.44,48.47,44.08,Foggy,5.74,Intermediate,48.31,Medium,5000
21,10.09,71.73,12.2,Rainy,7.59,Intermediate,29.54,Low,3000
21,3.0,74.08,16.68,Hot,5.72,Intermediate,24.33,Low,3000
72,10.52,40.87,42.0,Clear,6.58,Beginner,62.74,Medium,5000
25,2.71,79.72,21.25,Clear,6.07,Expert,25.63,Low,3000
34,6.37,67.49,21.49,Foggy,6.19,Intermediate,31.59,Low,3000
31,8.27,62.68,17.96,Rainy,7.67,Intermediate,30.72,Low,3000
100,8.63,35.22,51.97,Clear,9.61,Intermediate,47.0,Medium,5000
97,10.9,35.62,60.43,Clear,8.09,Intermediate,60.47,Medium,5000
85,10.68,45.96,47.19,Clear,7.13,Expert,57.25,Medium,5000
27,2.64,69.91,19.88,Rainy,4.84,Expert,23.06,Low,3000
54,5.99,52.24,33.52,Clear,7.0,Intermediate,45.42,Medium,5000
89,11.59,43.23,54.05,Clear,7.02,Intermediate,56.28,Medium,5000
77,8.38,41.26,45.9,Clear,8.73,Beginner,60.06,Medium,5000
21,2.47,68.66,18.12,Clear,6.41,Expert,24.6,Low,3000
58,6.39,52.94,34.61,Clear,7.79,Beginner,48.66,Medium,5000
42,11.09,64.39,26.81,Clear,4.45,Beginner,46.79,Medium,5000
95,8.46,46.94,56.36,Rainy,8.71,Beginner,67.34,High,8000
72,5.08,42.94,45.05,Rainy,9.14,Expert,31.61,Low,3000
27,5.93,71.8,24.77,Clear,7.35,Intermediate,29.27,Low,3000
63,8.08,61.15,41.47,Clear,6.5,Intermediate,38.43,Medium,5000
106,21.04,40.68,58.58,Foggy,3.37,Intermediate,65.96,High,8000
36,0.78,65.65,23.0,Clear,10.0,Intermediate,26.55,Low,3000
115,11.08,40.92,62.03,Hot,7.55,Intermediate,63.67,Medium,5000
92,12.39,38.74,44.59,Clear,6.41,Intermediate,66.7,High,8000
87,9.85,43.57,41.92,Clear,7.47,Intermediate,54.3,Medium,5000
34,7.93,59.66,20.28,Clear,4.72,Expert,25.31,Low,3000
43,5.88,71.37,27.2,Clear,7.23,Beginner,48.88,Medium,5000
97,10.41,45.82,52.47,Clear,6.93,Beginner,72.9,High,8000
111,9.59,32.65,62.2,Clear,4.32,Expert,56.46,Medium,5000
69,8.69,47.7,39.64,Hot,6.77,Beginner,57.67,Medium,5000
63,6.2,50.1,37.51,Clear,4.36,Intermediate,51.96,Medium,5000
96,17.08,49.09,53.56,Foggy,6.11,Intermediate,59.94,Medium,5000
14,4.71,63.41,11.82,Clear,4.67,Expert,17.83,Low,3000
117,13.08,30.95,63.21,Foggy,7.55,Intermediate,64.63,Medium,5000
45,7.24,66.94,26.82,Hot,7.06,Intermediate,30.74,Low,3000
63,10.74,69.51,38.54,Clear,5.53,Intermediate,43.37,Medium,5000
97,13.81,42.36,48.95,Rainy,7.83,Intermediate,59.96,Medium,5000
45,5.88,62.7,27.45,Clear,8.67,Beginner,36.08,Medium,5000
78,8.2,48.35,43.92,Clear,9.43,Beginner,56.7,Medium,5000
48,9.23,53.84,30.13,Foggy,7.01,Intermediate,44.71,Medium,5000
79,6.79,55.44,42.33,Rainy,9.24,Intermediate,38.55,Medium,5000
118,15.65,27.08,64.14,Foggy,3.52,Beginner,87.54,High,8000
109,13.06,35.09,63.45,Clear,9.92,Expert,53.88,Medium,5000
118,13.6,31.67,63.99,Clear,7.1,Intermediate,72.34,High,8000
13,3.11,76.52,9.16,Clear,6.55,Beginner,24.1,Low,3000
83,9.24,38.81,46.99,Clear,6.35,Intermediate,47.71,Medium,5000
74,10.82,56.27,44.5,Clear,4.6,Beginner,59.43,Medium,5000
94,7.47,31.37,54.11,Clear,7.58,Intermediate,56.15,Medium,5000
49,8.8,60.57,33.2,Rainy,9.27,Beginner,42.16,Medium,5000
112,10.77,40.35,59.3,Clear,9.24,Intermediate,61.2,Medium,5000
46,4.1,66.46,31.36,Clear,7.06,Intermediate,36.81,Medium,5000
76,10.93,51.29,42.9,Clear,5.22,Expert,43.64,Medium,5000
40,8.11,63.68,24.33,Rainy,4.07,Beginner,40.59,Medium,5000
100,9.04,39.66,56.34,Clear,4.65,Intermediate,67.22,High,8000
90,11.67,35.95,51.74,Clear,6.31,Intermediate,58.81,Medium,5000
96,11.07,41.29,50.69,Clear,7.73,Intermediate,48.88,Medium,5000
86,7.7,44.68,49.56,Clear,7.18,Beginner,62.97,Medium,5000
56,11.58,60.2,37.35,Rainy,7.46,Expert,38.93,Medium,5000
36,5.71,72.95,22.74,Clear,5.62,Intermediate,38.88,Medium,5000
60,7.68,62.74,29.86,Clear,7.4,Intermediate,40.74,Medium,5000
29,5.17,71.41,20.32,Foggy,5.02,Beginner,36.52,Medium,5000
119,14.33,24.78,60.42,Rainy,5.99,Expert,52.52,Medium,5000
22,2.06,75.26,11.59,Clear,6.88,Expert,27.69,Low,3000
72,7.13,49.78,43.0,Clear,9.39,Beginner,49.11,Medium,5000
53,5.62,51.98,34.64,Clear,5.8,Beginner,43.13,Medium,5000
33,3.98,64.05,26.15,Clear,7.17,Intermediate,19.15,Low,3000
114,15.45,47.5,61.3,Clear,4.19,Intermediate,64.33,Medium,5000
12,5.13,73.96,13.33,Foggy,7.48,Intermediate,16.82,Low,3000
116,12.73,40.94,60.09,Clear,6.72,Intermediate,71.45,High,8000
19,2.72,74.92,15.9,Rainy,7.34,Expert,21.9,Low,3000
74,8.65,53.52,43.52,Foggy,7.65,Intermediate,41.93,Medium,5000
58,4.97,51.19,37.7,Clear,8.01,Beginner,40.75,Medium,5000
67,8.41,46.51,35.55,Foggy,10.0,Expert,33.54,Low,3000
86,9.51,47.17,47.57,Hot,8.74,Expert,42.32,Medium,5000
87,13.05,45.06,52.76,Rainy,10.0,Expert,39.98,Medium,5000
106,10.89,38.26,56.93,Clear,3.72,Intermediate,70.47,High,8000
11,2.82,78.9,6.24,Foggy,7.6,Intermediate,21.62,Low,3000
75,12.04,52.95,45.92,Rainy,6.5,Expert,33.61,Low,3000
112,19.83,36.06,61.92,Rainy,4.16,Intermediate,70.26,High,8000
114,16.38,34.21,63.64,Foggy,9.86,Intermediate,53.71,Medium,5000
40,5.93,60.95,22.86,Rainy,9.52,Beginner,28.99,Low,3000
77,4.59,46.18,46.71,Rainy,9.65,Beginner,48.23,Medium,5000
107,10.55,44.2,58.32,Clear,7.19,Beginner,65.85,High,8000
92,10.29,45.61,52.44,Rainy,5.27,Intermediate,58.2,Medium,5000
46,7.57,69.12,23.68,Hot,8.54,Beginner,34.55,Low,3000
82,11.85,47.44,46.5,Rainy,7.05,Beginner,57.97,Medium,5000
33,1.13,75.6,21.71,Hot,9.43,Beginner,25.39,Low,3000
86,11.11,55.23,49.67,Clear,9.62,Expert,44.87,Medium,5000
53,9.38,60.21,30.93,Clear,5.73,Beginner,47.04,Medium,5000
103,12.22,39.04,58.57,Clear,7.24,Intermediate,56.75,Medium,5000
92,14.22,40.62,48.78,Clear,5.49,Intermediate,56.39,Medium,5000
50,5.59,58.28,33.18,Clear,9.17,Beginner,34.16,Low,3000
83,10.91,44.97,45.72,Clear,7.27,Intermediate,58.98,Medium,5000
60,9.39,55.91,33.48,Rainy,4.68,Expert,35.55,Medium,5000
51,7.55,64.44,32.55,Hot,4.85,Intermediate,45.42,Medium,5000
117,12.07,31.14,60.76,Clear,7.19,Beginner,82.84,High,8000
87,10.6,46.12,47.94,Clear,5.21,Beginner,64.96,Medium,5000
49,5.65,63.73,31.34,Hot,6.35,Intermediate,34.35,Low,3000
57,11.52,65.01,32.81,Foggy,3.92,Intermediate,43.86,Medium,5000
93,18.04,38.48,47.22,Foggy,6.11,Intermediate,63.71,Medium,5000
13,4.19,73.68,7.15,Clear,5.13,Intermediate,16.37,Low,3000
111,15.54,31.72,62.23,Rainy,8.71,Intermediate,56.97,Medium,5000
117,18.44,28.89,66.64,Clear,5.84,Intermediate,71.65,High,8000
69,13.39,52.73,39.91,Rainy,6.72,Beginner,71.98,High,8000
48,5.41,55.97,29.71,Clear,6.74,Intermediate,29.43,Low,3000
14,0.0,76.24,17.25,Rainy,8.34,Beginner,11.49,Low,3000
115,10.68,33.66,63.9,Clear,10.0,Beginner,70.31,High,8000
105,13.51,32.79,53.54,Hot,7.26,Intermediate,59.23,Medium,5000
15,4.22,78.4,15.25,Clear,4.26,Beginner,24.24,Low,3000
23,7.42,73.44,13.8,Clear,3.46,Intermediate,29.04,Low,3000
79,11.4,44.2,42.84,Foggy,7.95,Intermediate,49.66,Medium,5000
87,15.85,46.85,44.43,Rainy,6.14,Beginner,64.2,Medium,5000
21,5.23,63.3,19.51,Clear,6.67,Intermediate,19.23,Low,3000
71,11.03,52.86,42.69,Clear,8.75,Intermediate,37.22,Medium,5000
36,3.87,70.58,20.01,Clear,7.86,Beginner,35.12,Medium,5000
63,6.24,50.44,28.94,Clear,7.29,Intermediate,34.99,Low,3000
99,15.92,43.69,55.06,Clear,3.74,Beginner,69.1,High,8000
21,4.79,67.85,11.42,Foggy,6.91,Intermediate,26.5,Low,3000
17,2.78,75.16,10.29,Rainy,6.82,Expert,18.88,Low,3000
83,13.03,39.2,48.22,Hot,3.99,Intermediate,60.92,Medium,5000
25,1.86,76.61,18.96,Clear,7.01,Expert,13.28,Low,3000
61,5.06,50.99,37.11,Clear,7.69,Intermediate,42.71,Medium,5000
35,6.84,59.66,24.7,Foggy,6.08,Intermediate,40.65,Medium,5000
17,4.95,69.97,15.59,Clear,6.71,Intermediate,20.1,Low,3000
114,12.53,27.71,64.89,Clear,6.02,Beginner,85.07,High,8000
54,5.33,59.08,29.09,Clear,9.81,Beginner,35.06,Medium,5000
102,14.23,33.77,53.71,Clear,5.5,Intermediate,62.58,Medium,5000
93,11.61,41.85,54.21,Clear,5.69,Beginner,67.19,High,8000
90,13.61,39.08,49.28,Rainy,5.18,Intermediate,60.06,Medium,5000
28,2.59,70.05,18.37,Clear,8.0,Expert,22.01,Low,3000
26,3.99,69.77,21.95,Clear,6.75,Intermediate,23.89,Low,3000
112,16.59,35.38,61.57,Hot,2.53,Expert,67.2,High,8000
74,9.19,47.0,45.63,Clear,10.0,Beginner,44.36,Medium,5000
38,6.9,69.39,27.83,Foggy,3.7,Beginner,45.81,Medium,5000
23,6.62,65.38,20.32,Rainy,4.07,Expert,31.74,Low,3000
26,1.86,66.12,22.11,Clear,7.24,Expert,18.98,Low,3000
22,3.06,78.46,16.18,Rainy,7.35,Intermediate,18.16,Low,3000
102,11.04,36.56,54.34,Rainy,5.86,Intermediate,58.86,Medium,5000
107,18.9,35.69,63.5,Rainy,5.03,Intermediate,68.71,High,8000
100,11.21,33.99,51.69,Clear,7.92,Expert,46.71,Medium,5000
72,3.61,45.69,39.89,Clear,8.27,Beginner,43.72,Medium,5000
119,18.82,27.13,63.22,Rainy,6.59,Beginner,92.84,High,8000
42,10.9,61.63,24.88,Foggy,5.23,Intermediate,33.78,Low,3000
38,8.19,70.53,27.88,Foggy,9.32,Intermediate,24.47,Low,3000
46,5.18,56.05,25.57,Clear,6.94,Intermediate,34.94,Low,3000
112,11.07,33.86,62.72,Clear,6.76,Expert,60.82,Medium,5000
92,12.59,53.14,54.82,Hot,7.25,Beginner,58.79,Medium,5000
55,5.14,57.51,31.4,Clear,8.26,Intermediate,31.31,Low,3000
33,4.0,62.93,23.43,Clear,7.24,Beginner,29.27,Low,3000
23,1.96,76.92,12.89,Foggy,6.57,Intermediate,25.08,Low,3000
110,14.52,29.78,59.93,Clear,5.72,Expert,64.66,Medium,5000
14,3.94,72.1,7.17,Clear,5.0,Expert,22.12,Low,3000
62,5.86,53.88,34.36,Clear,6.01,Intermediate,38.04,Medium,5000
97,14.59,38.69,49.89,Clear,6.4,Expert,58.68,Medium,5000
107,10.82,30.78,62.49,Clear,7.24,Beginner,78.8,High,8000
104,10.39,31.83,50.51,Clear,10.0,Intermediate,58.24,Medium,5000
39,2.51,66.93,26.61,Clear,4.12,Intermediate,34.57,Low,3000
69,7.81,53.47,42.79,Clear,10.0,Beginner,45.01,Medium,5000
82,9.2,45.46,44.76,Hot,6.79,Expert,44.73,Medium,5000
100,14.9,42.49,56.86,Foggy,8.05,Expert,48.15,Medium,5000
37,5.98,69.34,29.23,Foggy,8.31,Beginner,36.22,Medium,5000
115,15.29,37.71,59.77,Rainy,7.16,Expert,52.47,Medium,5000
35,5.88,70.18,21.2,Rainy,8.33,Beginner,37.78,Medium,5000
27,5.86,71.01,15.24,Clear,6.32,Beginner,39.09,Medium,5000
45,7.96,62.52,24.87,Clear,7.02,Beginner,46.56,Medium,5000
17,5.42,77.35,13.65,Clear,7.86,Intermediate,17.07,Low,3000
27,6.15,75.65,19.82,Hot,3.02,Expert,28.0,Low,3000
93,12.47,44.1,54.24,Rainy,8.73,Intermediate,46.52,Medium,5000
67,8.14,55.25,39.3,Hot,10.0,Intermediate,37.03,Medium,5000
41,5.54,61.18,23.92,Clear,9.64,Intermediate,26.53,Low,3000
102,9.44,37.58,57.94,Rainy,8.75,Intermediate,53.67,Medium,5000
58,5.38,61.88,36.38,Foggy,9.6,Intermediate,39.49,Medium,5000
57,7.67,54.2,27.42,Clear,6.97,Beginner,53.77,Medium,5000
91,11.32,53.36,48.17,Rainy,9.28,Expert,41.43,Medium,5000
80,5.84,48.62,44.94,Clear,8.37,Intermediate,42.5,Medium,5000
74,10.44,56.0,38.43,Clear,5.49,Expert,42.26,Medium,5000
101,14.06,39.42,57.05,Rainy,7.62,Intermediate,56.39,Medium,5000
42,5.77,55.94,24.79,Clear,6.41,Intermediate,24.71,Low,3000
59,10.05,54.62,34.13,Hot,6.38,Intermediate,45.12,Medium,5000
13,7.53,73.99,10.09,Clear,5.64,Intermediate,18.78,Low,3000
93,10.05,45.95,50.58,Clear,7.19,Intermediate,49.4,Medium,5000
45,3.62,69.08,25.5,Clear,8.65,Expert,27.44,Low,3000
104,14.15,29.21,56.64,Foggy,4.1,Intermediate,65.85,High,8000
111,17.64,31.87,65.45,Foggy,5.86,Intermediate,63.83,Medium,5000
37,4.0,59.98,25.42,Clear,5.87,Intermediate,35.71,Medium,5000
12,0.98,78.9,10.57,Foggy,7.38,Intermediate,18.46,Low,3000
15,1.37,78.53,14.29,Clear,9.54,Intermediate,20.75,Low,3000
54,8.1,61.68,31.87,Clear,7.99,Beginner,43.07,Medium,5000
32,10.22,61.82,28.97,Foggy,3.22,Beginner,50.29,Medium,5000
16,1.25,70.62,12.75,Foggy,8.19,Intermediate,19.24,Low,3000
70,6.33,48.98,41.42,Clear,6.81,Beginner,52.72,Medium,5000
109,8.95,34.27,63.58,Clear,8.19,Intermediate,49.69,Medium,5000
74,15.91,57.63,39.16,Foggy,4.83,Intermediate,47.52,Medium,5000
15,2.0,67.85,7.19,Clear,7.48,Expert,27.47,Low,3000
33,3.92,73.95,20.59,Foggy,7.9,Expert,21.61,Low,3000
46,3.6,64.03,27.07,Rainy,9.85,Expert,21.69,Low,3000
54,7.22,51.38,33.55,Rainy,5.7,Intermediate,49.32,Medium,5000
60,9.66,59.47,36.71,Rainy,8.54,Expert,38.4,Medium,5000
109,18.99,45.0,62.68,Rainy,5.1,Intermediate,80.42,High,8000
97,10.59,46.94,53.5,Clear,5.91,Intermediate,53.43,Medium,5000
111,9.33,27.02,63.96,Clear,9.52,Expert,43.98,Medium,5000
54,9.04,56.53,36.88,Rainy,10.0,Expert,30.56,Low,3000
72,6.22,47.64,33.18,Clear,10.0,Intermediate,38.67,Medium,5000
38,3.83,56.25,21.78,Rainy,4.23,Beginner,35.8,Medium,5000
110,10.26,32.74,58.98,Clear,7.52,Expert,39.24,Medium,5000
118,16.6,30.73,69.38,Clear,4.53,Intermediate,69.07,High,8000
105,10.85,32.42,57.95,Clear,10.0,Intermediate,52.89,Medium,5000
34,2.36,64.68,20.38,Clear,8.08,Intermediate,23.01,Low,3000
19,3.39,74.05,11.47,Hot,8.35,Beginner,27.91,Low,3000
44,6.58,56.9,28.19,Rainy,6.92,Beginner,43.55,Medium,5000
64,5.53,42.86,42.73,Clear,8.53,Beginner,47.13,Medium,5000
34,5.65,65.64,22.78,Rainy,5.76,Intermediate,27.0,Low,3000
100,18.33,37.47,54.3,Rainy,7.32,Intermediate,58.87,Medium,5000
54,6.88,49.65,34.1,Foggy,9.09,Beginner,39.49,Medium,5000
105,20.16,36.34,57.58,Foggy,5.34,Expert,53.86,Medium,5000
21,5.27,71.83,16.7,Clear,5.85,Intermediate,26.89,Low,3000
13,1.93,74.82,15.75,Clear,6.34,Intermediate,25.64,Low,3000
115,13.0,41.86,62.78,Clear,6.85,Beginner,69.9,High,8000
99,11.28,35.83,52.68,Clear,5.58,Intermediate,64.54,Medium,5000
76,6.2,54.18,46.39,Clear,6.37,Intermediate,40.83,Medium,5000
26,4.83,72.23,17.36,Clear,8.81,Expert,22.03,Low,3000
82,10.35,45.26,45.31,Clear,5.46,Expert,54.24,Medium,5000
102,10.77,30.57,54.92,Clear,10.0,Expert,39.29,Medium,5000
74,7.4,53.64,42.8,Hot,8.24,Beginner,48.7,Medium,5000
91,11.36,34.77,54.93,Clear,8.17,Beginner,66.99,High,8000
114,13.83,46.09,66.65,Clear,6.69,Beginner,73.81,High,8000
62,6.55,63.49,37.83,Clear,7.85,Beginner,39.04,Medium,5000
93,11.61,41.23,53.05,Clear,10.0,Intermediate,53.31,Medium,5000
66,9.41,49.28,34.01,Hot,6.15,Beginner,51.18,Medium,5000
114,15.3,42.91,61.16,Clear,5.29,Beginner,82.12,High,8000
107,17.87,35.7,53.39,Rainy,7.0,Intermediate,62.5,Medium,5000
37,6.6,60.11,23.49,Rainy,5.4,Beginner,44.11,Medium,5000
108,16.68,38.01,57.87,Rainy,7.6,Beginner,64.26,Medium,5000
25,6.16,72.07,18.49,Clear,5.97,Beginner,32.28,Low,3000
30,4.84,63.33,12.63,Rainy,7.83,Intermediate,19.7,Low,3000
86,11.79,45.45,46.39,Foggy,4.64,Beginner,72.46,High,8000
108,16.9,38.02,57.35,Hot,6.55,Expert,45.26,Medium,5000
51,8.15,72.67,26.48,Rainy,5.0,Intermediate,31.57,Low,3000
63,6.7,54.45,31.04,Clear,5.21,Beginner,42.21,Medium,5000
41,5.65,63.6,22.41,Clear,6.32,Expert,29.13,Low,3000
47,8.83,58.09,29.98,Rainy,7.67,Beginner,40.95,Medium,5000
79,16.57,50.19,41.88,Rainy,5.46,Intermediate,48.71,Medium,5000
111,12.91,34.92,55.36,Clear,7.0,Beginner,82.72,High,8000
47,5.79,60.74,24.54,Clear,9.59,Intermediate,26.37,Low,3000
63,10.36,61.47,33.94,Hot,6.24,Intermediate,36.61,Medium,5000
69,10.6,51.5,41.02,Foggy,3.6,Intermediate,57.57,Medium,5000
86,7.14,45.77,45.35,Clear,7.23,Intermediate,50.11,Medium,5000
119,11.0,32.33,63.43,Clear,9.57,Intermediate,63.5,Medium,5000
112,18.95,32.05,65.48,Foggy,2.76,Intermediate,80.05,High,8000
86,14.19,49.01,52.34,Rainy,4.32,Intermediate,66.26,High,8000
56,6.73,57.31,35.78,Clear,7.07,Expert,28.32,Low,3000
21,2.62,77.1,17.14,Clear,7.41,Intermediate,26.38,Low,3000
62,8.13,52.13,37.44,Clear,7.17,Intermediate,41.69,Medium,5000
42,5.22,67.21,26.12,Clear,10.0,Beginner,30.12,Low,3000
37,7.41,59.69,24.48,Rainy,8.06,Beginner,28.98,Low,3000
12,3.43,64.61,10.56,Foggy,8.07,Expert,19.17,Low,3000
91,16.66,35.9,50.1,Rainy,5.98,Expert,45.57,Medium,5000
35,5.15,70.87,27.5,Rainy,6.19,Intermediate,30.19,Low,3000
63,4.91,59.79,36.26,Rainy,8.57,Intermediate,39.49,Medium,5000
49,8.05,55.0,27.76,Clear,3.14,Expert,36.99,Medium,5000
75,4.11,43.19,44.23,Clear,7.56,Expert,41.51,Medium,5000
77,11.85,49.8,46.41,Clear,4.81,Expert,50.46,Medium,5000
101,23.39,37.75,63.02,Foggy,8.36,Beginner,75.0,High,8000
101,10.69,36.37,53.97,Clear,9.7,Expert,42.43,Medium,5000
98,11.3,32.4,54.29,Clear,4.4,Intermediate,72.67,High,8000
99,8.34,48.79,51.1,Clear,8.08,Intermediate,53.27,Medium,5000
118,14.33,25.13,64.07,Hot,9.03,Beginner,77.47,High,8000
56,7.67,57.34,31.46,Foggy,7.06,Intermediate,34.71,Low,3000
11,2.82,79.38,13.17,Foggy,7.42,Beginner,24.35,Low,3000
51,3.98,54.66,36.7,Clear,10.0,Intermediate,38.97,Medium,5000
43,3.68,66.4,25.22,Clear,9.13,Intermediate,24.93,Low,3000
103,9.13,37.47,59.8,Clear,10.0,Intermediate,58.01,Medium,5000
30,3.07,68.48,17.24,Foggy,7.37,Intermediate,29.59,Low,3000
117,14.89,32.68,62.27,Clear,8.58,Intermediate,68.9,High,8000
110,17.1,39.44,60.72,Foggy,6.98,Intermediate,67.37,High,8000
53,9.36,57.95,31.83,Rainy,7.35,Beginner,42.65,Medium,5000
96,13.81,35.49,54.07,Rainy,4.73,Beginner,76.82,High,8000
106,14.74,43.41,52.5,Clear,4.04,Intermediate,63.04,Medium,5000
11,1.19,68.9,8.62,Hot,7.09,Intermediate,18.38,Low,3000
100,10.73,41.5,56.6,Clear,7.01,Beginner,73.54,High,8000
68,9.08,53.87,36.21,Rainy,6.89,Intermediate,46.6,Medium,5000
95,10.59,47.62,48.93,Clear,6.13,Expert,41.24,Medium,5000
107,12.25,33.89,58.68,Clear,5.12,Beginner,76.85,High,8000
25,6.39,73.95,19.24,Hot,4.6,Beginner,40.73,Medium,5000
29,6.41,70.06,16.99,Clear,4.41,Beginner,34.16,Low,3000
35,4.8,68.41,20.2,Rainy,8.04,Beginner,31.95,Low,3000
25,0.0,71.11,22.21,Rainy,10.0,Beginner,24.71,Low,3000
79,7.09,47.99,43.5,Hot,10.0,Intermediate,41.16,Medium,5000
118,16.68,32.08,65.94,Clear,1.65,Intermediate,70.0,High,8000
117,18.64,27.49,67.15,Rainy,4.05,Beginner,100.0,High,8000
32,5.89,72.07,21.46,Hot,8.17,Beginner,28.99,Low,3000
51,5.88,63.56,32.41,Foggy,7.44,Expert,25.91,Low,3000
46,1.88,51.97,29.06,Foggy,9.64,Beginner,36.96,Medium,5000
81,17.29,43.94,48.59,Foggy,5.51,Intermediate,52.94,Medium,5000
15,4.44,72.89,13.21,Rainy,5.92,Expert,27.91,Low,3000
46,12.19,49.63,27.34,Clear,7.31,Beginner,42.05,Medium,5000
31,5.44,79.92,19.01,Clear,10.0,Expert,20.91,Low,3000
15,1.72,72.59,13.8,Clear,7.82,Intermediate,17.41,Low,3000
41,10.04,55.65,27.34,Clear,6.24,Beginner,46.06,Medium,5000
26,5.35,68.32,24.28,Clear,4.92,Intermediate,36.6,Medium,5000
47,9.44,60.56,29.64,Clear,9.42,Beginner,41.27,Medium,5000
